# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
	👩🏽‍❤️‍👩🏽;pareja enamorada: mujer, mujer, tono de piel medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel medio|personas enamoradas|tono de piel medio
	👩🏽‍❤️‍👩🏾;pareja enamorada: mujer, mujer, tono de piel medio, tono de piel oscuro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel medio, tono de piel oscuro medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👩🏽‍❤️‍👩🏿;pareja enamorada: mujer, mujer, tono de piel medio, tono de piel oscuro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel medio, tono de piel oscuro|personas enamoradas|tono de piel medio|tono de piel oscuro
	👩🏾‍❤️‍👩🏻;pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel claro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro medio
	👩🏾‍❤️‍👩🏼;pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel claro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro medio
	👩🏾‍❤️‍👩🏽;pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro medio
	👩🏾‍❤️‍👩🏾;pareja enamorada: mujer, mujer, tono de piel oscuro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro medio
	👩🏾‍❤️‍👩🏿;pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel oscuro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro medio, tono de piel oscuro|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍👩🏻;pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel claro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel claro|personas enamoradas|tono de piel claro|tono de piel oscuro
	👩🏿‍❤️‍👩🏼;pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel claro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel claro medio|personas enamoradas|tono de piel claro medio|tono de piel oscuro
	👩🏿‍❤️‍👩🏽;pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel medio|personas enamoradas|tono de piel medio|tono de piel oscuro
	👩🏿‍❤️‍👩🏾;pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel oscuro medio;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro, tono de piel oscuro medio|personas enamoradas|tono de piel oscuro|tono de piel oscuro medio
	👩🏿‍❤️‍👩🏿;pareja enamorada: mujer, mujer, tono de piel oscuro;amor|mujer|pareja|pareja enamorada|pareja enamorada: mujer, mujer, tono de piel oscuro|personas enamoradas|tono de piel oscuro
👨‍👩‍👦;familia: hombre, mujer, niño;familia|familia: hombre, mujer, niño|hombre|mujer|niño
👨‍👩‍👧;familia: hombre, mujer, niña;familia|familia: hombre, mujer, niña|hombre|mujer|niña
👨‍👩‍👧‍👦;familia: hombre, mujer, niña, niño;familia|familia: hombre, mujer, niña, niño|hombre|mujer|niña|niño
👨‍👩‍👦‍👦;familia: hombre, mujer, niño, niño;familia|familia: hombre, mujer, niño, niño|hombre|mujer|niño
👨‍👩‍👧‍👧;familia: hombre, mujer, niña, niña;familia|familia: hombre, mujer, niña, niña|hombre|mujer|niña
👨‍👨‍👦;familia: hombre, hombre, niño;familia|familia: hombre, hombre, niño|hombre|niño
👨‍👨‍👧;familia: hombre, hombre, niña;familia|familia: hombre, hombre, niña|hombre|niña
👨‍👨‍👧‍👦;familia: hombre, hombre, niña, niño;familia|familia: hombre, hombre, niña, niño|hombre|niña|niño
👨‍👨‍👦‍👦;familia: hombre, hombre, niño, niño;familia|familia: hombre, hombre, niño, niño|hombre|niño
👨‍👨‍👧‍👧;familia: hombre, hombre, niña, niña;familia|familia: hombre, hombre, niña, niña|hombre|niña
👩‍👩‍👦;familia: mujer, mujer, niño;familia|familia: mujer, mujer, niño|mujer|niño
👩‍👩‍👧;familia: mujer, mujer, niña;familia|familia: mujer, mujer, niña|mujer|niña
👩‍👩‍👧‍👦;familia: mujer, mujer, niña, niño;familia|familia: mujer, mujer, niña, niño|mujer|niña|niño
👩‍👩‍👦‍👦;familia: mujer, mujer, niño, niño;familia|familia: mujer, mujer, niño, niño|mujer|niño
👩‍👩‍👧‍👧;familia: mujer, mujer, niña, niña;familia|familia: mujer, mujer, niña, niña|mujer|niña
👨‍👦;familia: hombre y niño;familia|familia: hombre y niño|hombre|niño
👨‍👦‍👦;familia: hombre, niño, niño;familia|familia: hombre, niño, niño|hombre|niño
👨‍👧;familia: hombre y niña;familia|familia: hombre y niña|hombre|niña
👨‍👧‍👦;familia: hombre, niña, niño;familia|familia: hombre, niña, niño|hombre|niña|niño
👨‍👧‍👧;familia: hombre, niña, niña;familia|familia: hombre, niña, niña|hombre|niña
👩‍👦;familia: mujer y niño;familia|familia: mujer y niño|mujer|niño
👩‍👦‍👦;familia: mujer, niño, niño;familia|familia: mujer, niño, niño|mujer|niño
👩‍👧;familia: mujer y niña;familia|familia: mujer y niña|mujer|niña
👩‍👧‍👦;familia: mujer, niña, niño;familia|familia: mujer, niña, niño|mujer|niña|niño
👩‍👧‍👧;familia: mujer, niña, niña;familia|familia: mujer, niña, niña|mujer|niña
🗣️;cabeza parlante;cabeza|cabeza parlante|cara|hablar|silueta
👤;silueta de busto;busto|silueta|silueta de busto
👥;dos siluetas de bustos;bustos|dos siluetas de bustos|siluetas
🫂;personas abrazándose;abrazo|adiós|despedida|gracias|personas abrazándose|saludo
👪;familia;familia
🧑‍🧑‍🧒;familia: adulto, adulto, niño;adulto|familia: adulto|familia: adulto, adulto, niño|niño
🧑‍🧑‍🧒‍🧒;familia: adulto, adulto, niño, niño;adulto|familia: adulto|familia: adulto, adulto, niño, niño|niño
🧑‍🧒;familia: adulto, niño;familia: adulto|familia: adulto, niño|niño
🧑‍🧒‍🧒;familia: adulto, niño, niño;familia: adulto|familia: adulto, niño, niño|niño
👣;huellas de pies;huellas|huellas de pies|pies

[animals_nature]
🐵;cara de mono;cara|cara de mono|mono
🐒;mono;macaco|mono|simio
🦍;gorila;gorila|primate|simio
🦧;orangután;mono|orangután|primate|simio
🐶;cara de perro;cara|cara de perro|mascota|perro
🐕;perro;cachorro|perrete|perrito|perro
🦮;perro guía;accesibilidad|ciego|guía|invidente|lazarillo|perro guía
🐕‍🦺;perro de servicio;accesibilidad|apoyo|asistencia|perro|perro de servicio|servicio
🐩;caniche;caniche|perrito|perro
🐺;lobo;cara|lobo
🦊;zorro;cara|zorro
🦝;mapache;astuto|curioso|ladino|mapache|maquillaje|ojeras
🐱;cara de gato;cara|cara de gato|gato|mascota
🐈;gato;gatete|gato|minino
🐈‍⬛;gato negro;gato|mala suerte|negro
🦁;león;cara|leo|león|zodiaco
🐯;cara de tigre;cara|cara de tigre|tigre
🐅;tigre;felino|tigre
🐆;leopardo;felino|leopardo
🐴;cara de caballo;caballo|cara|cara de caballo
🫎;alce;alce|animal|asta|ciervo canadiense|cuernos|mamífero|uapití
🫏;burro;animal|asno|borrico|burro|mamífero|mula|terco
🐎;caballo;caballo|caballo de carreras|carreras de caballos|ecuestre
🦄;unicornio;cara|unicornio
🦓;cebra;cebra|raya
🦌;ciervo;bambi|cervatillo|ciervo
🦬;bisonte;bisonte|búfalo|cíbolo
🐮;cara de vaca;cara|cara de vaca|vaca
🐂;buey;buey|cabestro|tauro|zodiaco
🐃;búfalo de agua;agua|búfalo|búfalo de agua
🐄;vaca;bovino|res|vaca
🐷;cara de cerdo;cara|cara de cerdo|cerdo|gorrino
🐖;cerdo;cerdo|cochino|gorrino|puerco
🐗;jabalí;cerdo salvaje|jabalí
🐽;nariz de cerdo;cara|cerdo|morro|nariz|nariz de cerdo
🐏;carnero;aries|carnero|morueco|zodiaco
🐑;oveja;borrego|cordero|oveja|ovino
🐐;cabra;cabra|capricornio|caprino|chivo|zodiaco
🐪;dromedario;camello|desierto|dromedario|joroba
🐫;camello;bactriano|camello|desierto|dromedario|jorobas
🦙;llama;alpaca|guanaco|lana|llama|vicuña
🦒;jirafa;jirafa|manchas
🐘;elefante;elefante|paquidermo
🦣;mamut;colmillo|extinguido|lanudo|mamut
🦏;rinoceronte;paquidermo|rinoceronte
🦛;hipopótamo;hipopótamo|paquidermo
🐭;cara de ratón;cara|cara de ratón|ratón
🐁;ratón;ratón|roedor
🐀;rata;rata|roedor
🐹;hámster;cara|hámster|mascota
🐰;cara de conejo;cara|cara de conejo|conejo|mascota
🐇;conejo;conejito|conejo|gazapo
🐿️;ardilla;ardilla
🦫;castor;castor|roedor
🦔;erizo;erizo|espinas|púas
🦇;murciélago;murciélago|vampiro
🐻;oso;cara|oso
🐻‍❄️;oso polar;ártico|blanco|oso|polar
🐨;koala;cara|koala|marsupial
🐼;panda;cara|oso panda|panda
🦥;perezoso;gandul|lento|perezoso|vago
🦦;nutria;bromista|juguetón|nutria|pesca
🦨;mofeta;apestar|hedor|mal olor|mofeta|peste|tufo
🦘;canguro;canguro|marsupial|saltar|salto
🦡;tejón;ratel|tejón|tejón de la miel|tejón melero
🐾;huellas de pezuñas;huellas|huellas de pezuñas|pezuñas
🦃;pavo;ave|pavo
🐔;gallina;ave|gallina|gallinácea|pollo
🐓;gallo;ave|gallina|gallinácea|gallo|pollo
🐣;pollito rompiendo el cascarón;ave|huevo|pollito|pollito rompiendo el cascarón|pollo
🐤;pollito;ave|pollito|pollo|polluelo
🐥;pollito de frente;ave|pollito|pollito de frente|pollo
🐦;pájaro;ave|pajarillo|pájaro
🐧;pingüino;ave|pingüino
🕊️;paloma;ave|pájaro|paloma|paz
🦅;águila;águila|ave
🦆;pato;ave|pato
🦢;cisne;ave|cisne|patito feo
🦉;búho;ave|búho|lechuza|pájaro
🦤;dodo;ave|dodo|dronte|extinguido|Mauricio|pájaro
🪶;pluma;ave|ligero|pájaro|pluma|plumaje
🦩;flamenco;extravangante|flamenco|ostentoso|tropical
🦚;pavo real;ave|orgulloso|pavo|pavo real|plumas
🦜;loro;ave|hablar|loro|papagayo|pirata
🪽;ala;ala|ángel|angelical|ave|mitología|pájaro|volar
🐦‍⬛;pájaro negro;cuervo|grajo|mirlo|negro|pájaro
🪿;oca;ave|ganso|graznar|oca|pájaro
🐦‍🔥;fénix;ave de fuego|ave fénix|fantasía|fénix|reencarnación|renacer
🐸;rana;cara|rana
🐊;cocodrilo;caimán|cocodrilo
🐢;tortuga;galápago|tortuga
🦎;lagarto;lagartija|lagarto|reptil
🐍;serpiente;culebra|reptil|serpiente|víbora
🐲;cara de dragón;cara|cara de dragón|cuento|dragón|fantasía
🐉;dragón;cuento|dragón|fantasía
🦕;saurópodo;braquiosaurio|brontosaurio|diplodocus|saurópodo
🦖;t-rex;t-rex|tiranosaurio|tiranosaurio rex
🐳;ballena soltando un chorro;ballena|ballena soltando un chorro|chorro de agua
🐋;ballena;ballena|cachalote|cetáceo
🐬;delfín;cetáceo|delfín
🦭;foca;foca|león marino
🐟;pez;pececillo|pescado|pez|piscis|zodiaco
🐠;pez tropical;pez|tropical
🐡;pez globo;globo|pez
🦈;tiburón;pez|tiburón
🐙;pulpo;cefalópodo|octópodo|pulpo
🐚;caracola;caracola|concha|espiral
🪸;coral;arrecife|coral|océano
🪼;medusa;invertebrado|marino|medusa|picadura|picar
🐌;caracol;caracol|caracola|molusco
🦋;mariposa;bonito|insecto|mariposa
🐛;bicho;bicho|gusano|insecto
🐜;hormiga;antenas|hormiga|insecto
🐝;abeja;abeja|insecto|miel
🪲;escarabajo;bicho|escarabajo|insecto
🐞;mariquita;cochinilla|insecto|mariquita
🦗;grillo;grillo|saltamontes
🪳;cucaracha;alimaña|bicho|cucaracha|insecto|plaga
🕷️;araña;araña|insecto
🕸️;tela de araña;araña|tela|tela de araña|telaraña
🦂;escorpión;escorpio|escorpión|zodiaco
🦟;mosquito;fiebre|insecto|malaria|mosquito|virus
🪰;mosca;basura|bicho|mal olor|mosca|podrido
🪱;gusano;gusano|lombriz|oruga|parásito
🦠;microbio;ameba|bacteria|germen|microbio|virus
💐;ramo de flores;bouquet|flores|ramo|ramo de flores
🌸;flor de cerezo;cerezo|flor|flor de cerezo
💮;flor blanca;blanca|flor
🪷;loto;budismo|flor|hinduismo|loto|pureza
🏵️;roseta;flor|planta|roseta
🌹;rosa;flor|rosa
🥀;flor marchita;flor|marchita|marchitada|marchitarse
🌺;flor de hibisco;flor|flor de hibisco|hibisco
🌻;girasol;flor|girasol|sol
🌼;flor;flor
🌷;tulipán;flor|tulipán
🪻;campanilla;boca de dragón|campanilla|flor|jacinto|lavanda|lila|lupino
🌱;planta joven;planta joven|plantón
🪴;planta de maceta;crecer|maceta|planta|planta de maceta|tiesto
🌲;árbol de hoja perenne;árbol|árbol de hoja perenne|hoja perenne|perenne
🌳;árbol de hoja caduca;árbol|árbol de hoja caduca|caducifolio|hoja caduca
🌴;palmera;árbol|árbol de palma|palmera
🌵;cactus;cactus|planta
🌾;espiga de arroz;arroz|espiga|espiga de arroz|planta
🌿;hierba;hierba|hoja|verde
☘️;trébol;planta|trébol
🍀;trébol de cuatro hojas;suerte|trébol|trébol de cuatro hojas
🍁;hoja de arce;arce|hoja|hoja de arce
🍂;hojas caídas;caída|hojas|hojas caídas
🍃;hojas revoloteando al viento;hoja|hojas revoloteando al viento|revolotear|soplar|viento
🪹;nido vacío;anidación|anidamiento|anidar|nido vacío
🪺;nido con huevos;anidación|anidamiento|anidar|nido con huevos
🍄;champiñón;champiñón|hongo|seta

[food_drink]
🍇;uvas;agracejo|fruta|racimo|uva|uvas
🍈;melón;fruta|melón
🍉;sandía;fruta|sandía
🍊;mandarina;fruta|mandarina|naranja
🍋;limón;cítrico|citrón|fruta|limón
🍋‍🟩;lima;cítrico|fruta|lima|tropical
🍌;plátano;banana|fruta|plátano
🍍;piña;ananás|fruta|piña
🥭;mango;fruta|mango|tropical
🍎;manzana roja;fruta|manzana|poma|roja
🍏;manzana verde;fruta|manzana|poma|verde
🍐;pera;fruta|pera|perilla
🍑;melocotón;durazno|fruta|melocotón
🍒;cerezas;cereza|cerezas|fruta|guindas
🍓;fresa;fresa|fresón|fruta
🫐;arándanos;arándano|arándanos|azul|baya|frutos del bosque|mirtilo
🥝;kiwi;comida|fruta|kiwi
🍅;tomate;ensalada|fruta|tomate|verdura
🫒;aceituna;aceituna|aperitivo|comida|oliva
🥥;coco;coco|palmera|piña colada
🥑;aguacate;aguacate|comida|fruta
🍆;berenjena;berenjena|fruto|verdura
🥔;patata;comida|papa|patata|verdura
🥕;zanahoria;comida|verdura|zanahoria
🌽;espiga de maíz;espiga|espiga de maíz|maíz|mazorca|mijo
🌶️;chile picante;chile|picante|planta
🫑;pimiento;ají|chile|morrón|pimiento|rojo|verdura
🥒;pepino;comida|pepinillo|pepino|verdura
🥬;verdura de hoja verde;bok choy|col|kale|lechuga|pak choi|verdura de hoja verde
🥦;brócoli;brócoli|col|repollo
🧄;ajo;ajo|condimento|vampiro
🧅;cebolla;cebolla|condimento|llorar
🥜;cacahuetes;cacahuete|cacahuetes|comida|fruto seco|verdura
🫘;alubias;alubias|comida|habichuela roja|habichuelas|judía roja|judías|legumbre
🌰;castaña;castaña|castaño|fruto seco
🫚;raíz de jengibre;cerveza|especia|garganta|raíz|raíz de jengibre
🫛;vaina;edamame|guisante|judías|legumbre|soja|vaina|verdura
🍄‍🟫;champiñón marrón;champiñón marrón|comida|hongo|naturaleza|seta|vegetal
🍞;pan de molde;pan|pan de molde|rebanada|tostada
🥐;cruasán;bollo|comida|croissant|cruasán|francés
🥖;baguete;baguete|baguette|barra|comida|francés|pan
🫓;pan sin levadura;arepa|naan|pan sin levadura|pita|tortilla
🥨;bretzel;bretzel|galleta salada|pretzel
🥯;bagel;bagel|bocadillo|pan|panadería
🥞;tortitas;comida|dulce|pancakes|postre|tortita|tortitas
🧇;gofre;gofre|waffle
🧀;cuña de queso;cuña|cuña de queso|queso|trozo
🍖;carne con hueso;carne|carne con hueso|hueso|restaurante
🍗;muslo de pollo;muslo|muslo de pollo|pollo|restaurante
