# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
💉;siringa;ago|dottore|iniezione|medicina|siringa
🩸;goccia di sangue;ciclo mestruale|donare il sangue|donazione di sangue|goccia di sangue|medicina|medicinale|mestruazioni
💊;pillola;dottore|medicina|pillola
🩹;cerotto;cerotto|cerotto adesivo
🩼;stampella;ausilio|bastone|disabile|ferito|infortunio|stampella|supporto
🩺;stetoscopio;cardiologo|dottore|fonendoscopio|medico|stetoscopio
🩻;radiografia;dottore|lastra|medico|ossa|radiografia|raggi x|scheletro
🚪;porta;porta
🛗;ascensore;accessibilità|ascensore|montacarichi
🪞;specchio;riflesso|specchio
🪟;finestra;apertura|aria fresca|finestra|telaio|trasparente|vista
🛏️;letto;dormire|hotel|letto
🛋️;divano e lampada;divano|divano e lampada|relax|salotto
🪑;sedia;mettersi seduti|sedersi|sedia
🚽;toilette;toilette|water
🪠;sturalavandini;aspirazione|idraulico|scarico|sturalavandini|ventosa
🚿;doccia;doccia|fare la doccia|lavarsi
🛁;vasca;vasca|vasca da bagno
🪤;trappola per topi;esca|trappola|trappola per topi
🪒;rasoio;farsi la barba|lama da barba|lama da barbiere|radersi|rasoio|rasoio da barbiere
🧴;flacone;crema idratante|crema solare|flacone|lozione|shampoo
🧷;spilla da balia;pannolone|punk rock|spilla da balia
🧹;scopa;pulire|scopa|scopare|spazzare|strega
🧺;cesto;bucato|cesto|orto|picnic
🧻;rotolo di carta igienica;carta igienica|rotolo|rotolo di carta igienica
🪣;secchio;secchia|secchio
🧼;sapone;bagno|sapone|saponetta|schiuma
🫧;bolle;bolle|bollicine|pulito|rutto|sapone|schiuma|sott’acqua|subacqueo
🪥;spazzolino da denti;bagno|dentale|denti|igiene|pulito|spazzolino|spazzolino da denti
🧽;spugna;assorbenza|pulizia|spugna|spugna porosa
🧯;estintore;estintore|fiamme|fuoco|spegnere un incendio
🛒;carrello;carrello|carrello della spesa|centro commerciale|fare la spesa|supermercato
🚬;sigaretta;area fumatori|fumo|sigaretta
⚰️;bara;bara|funerale|morte|sepoltura
🪦;lapide;cimitero|lapide|pietra tombale|tomba
⚱️;urna funeraria;ceneri|funerale|morte|sepoltura|urna cineraria|urna funeraria
🧿;occhio di Allah;amuleto|malocchio|nazar|occhio di Allah
🪬;mano di Fatima;amuleto|hamsa|khamsa|mano di Fatima|Maria|Miriam|protezione
🗿;Moai;Moai|Moyai|statua dell’Isola di Pasqua
🪧;cartello;cartello|corteo|manifestazione|picchetto|protesta|striscione
🪪;carta d’identità;badge|carta d’identità|credenziali|documento d’identità|patente|sicurezza|tessera

[symbols]
🏧;simbolo dello sportello bancomat;ATM|bancomat|simbolo dello sportello bancomat
🚮;simbolo per la raccolta dei rifiuti;raccolta rifiuti|simbolo|simbolo per la raccolta dei rifiuti|simbolo raccolta rifiuti
🚰;acqua potabile;acqua|potabile|simbolo
♿;simbolo della disabilità;accesso|accesso sedia a rotelle|sedia a rotelle|simbolo|simbolo della disabilità|simbolo sedia a rotelle
🚹;simbolo del bagno degli uomini;bagno uomini|simbolo|simbolo bagno uomini|simbolo del bagno degli uomini|Uomini
🚺;simbolo del bagno delle donne;bagno donne|Donne|simbolo|simbolo bagno donne|simbolo del bagno delle donne
🚻;simbolo dei servizi igienici;bagni|simbolo|simbolo dei servizi igienici|wc
🚼;simbolo con immagine di bambino;cartello neonato|fasciatoio|simbolo con immagine di bambino|simbolo neonato
🚾;simbolo del WC;bagno|gabinetto|simbolo del WC|WC
🛂;simbolo del controllo passaporti;controllo|dogana|passaporti|simbolo del controllo passaporti
🛃;simbolo della dogana;confine di Stato|controllo doganale|dogana|frontiera|simbolo della dogana
🛄;simbolo del ritiro bagagli;bagagli|ritiro|simbolo del ritiro bagagli
🛅;simbolo del deposito bagagli;bagagli|deposito bagagli|servizio bagagli|simbolo del deposito bagagli
⚠️;simbolo di avviso;attenzione|pericolo|simbolo di avviso
🚸;attraversamento bambini;attraversamento|attraversamento bambini|attraversamento pedonale|pedoni
⛔;segnale di divieto di accesso;accesso|divieto|divieto di accesso|segnale di divieto di accesso|simbolo
🚫;segnale di divieto;divieto|segnale di divieto|simbolo|simbolo di divieto
🚳;segnale di divieto di transito delle biciclette;bicicletta|divieto transito biciclette|segnale di divieto di transito delle biciclette
🚭;segnale di vietato fumare;segnale di vietato fumare|simbolo|simbolo vietato fumare|vietato fumare
🚯;simbolo del divieto di gettare rifiuti;simbolo|simbolo del divieto di gettare rifiuti|simbolo vietato gettare rifiuti|vietato gettare rifiuti
🚱;simbolo di acqua non potabile;acqua|acqua non potabile|non potabile|simbolo|simbolo acqua non potabile|simbolo di acqua non potabile
🚷;simbolo del divieto di transito pedoni;divieto transito pedoni|pedone|simbolo|simbolo del divieto di transito pedoni
📵;simbolo che vieta l’uso dei cellulari;cellulare vietato|cellulari vietati|niente cellulare|niente cellulari|simbolo che vieta l’uso dei cellulari|simbolo che vieta l’utilizzo dei telefoni cellulari
🔞;simbolo di divieto ai minorenni;divieto ai minori|simbolo di divieto ai minorenni|vietato ai minori|vietato ai minori di anni 18
☢️;simbolo della radioattività;radioattività|radioattivo|rifiuti tossici|scorie|simbolo della radioattività
☣️;simbolo del rischio biologico;biorischio|pericolo|rischio biologico|simbolo del rischio biologico|sostanze pericolose
⬆️;freccia rivolta verso l’alto;direzione|freccia|freccia in alto|freccia rivolta verso l’alto|nord|punto cardinale
↗️;freccia rivolta verso destra che punta in alto;direzione|freccia|freccia in alto a destra|freccia rivolta verso destra che punta in alto|nord-est|punto intercardinale
➡️;freccia rivolta verso destra;direzione|est|freccia|freccia a destra|freccia rivolta verso destra|punto cardinale
↘️;freccia in basso a destra;direzione|freccia|freccia in basso a destra|punto intercardinale|sud-est
⬇️;freccia rivolta verso il basso;direzione|freccia|freccia in basso|freccia rivolta verso il basso|punto cardinale|sud
↙️;freccia in basso a sinistra;direzione|freccia|freccia in basso a sinistra|punto intercardinale|sud-ovest
⬅️;freccia rivolta a sinistra;direzione|freccia|freccia a sinistra|freccia rivolta a sinistra|ovest|punto cardinale
↖️;freccia in alto a sinistra;direzione|freccia|freccia in alto a sinistra|nord-ovest|punto intercardinale
↕️;freccia su-giù;altezza|doppia direzione|freccia|freccia su-giù
↔️;freccia sinistra-destra;destra|doppia direzione|freccia|freccia sinistra-destra|larghezza
↩️;freccia curva a sinistra;curva|freccia|freccia curva a sinistra|verso sinistra
↪️;freccia curva a destra;curva|freccia|freccia curva a destra|verso destra
⤴️;freccia curva in alto;curva|freccia|freccia curva in alto|verso l’alto
⤵️;freccia curva in basso;curva|freccia|freccia curva in basso|verso il basso
🔃;frecce verticali che ruotano in senso orario;frecce|frecce a cerchio verticali|frecce verticali che ruotano in senso orario|frecce verticali senso orario|ricarica|simbolo ricarica
🔄;frecce che ruotano in senso antiorario;antiorario|frecce|frecce a cerchio aperto|frecce che ruotano in senso antiorario|frecce senso antiorario|pulsante con frecce che ruotano in senso antiorario
🔙;freccia BACK;freccia|freccia BACK|freccia verso sinistra|indietro|indietro con freccia verso sinistra
🔚;freccia END;end con freccia verso sinistra|fine|freccia|freccia END|freccia verso sinistra
🔛;freccia ON;freccia|freccia ON|ON con freccia e punto esclamativo|punto esclamativo
🔜;freccia SOON;freccia|freccia SOON|presto|simbolo soon|soon con freccia verso destra
🔝;freccia TOP;alto|freccia TOP|freccia verso l’alto|simbolo Top|Top con freccia verso l’alto
🛐;luogo di culto;luogo di culto|luogo di preghiera|luogo sacro|pregare|preghiera
⚛️;simbolo dell’atomo;ateismo|atomo|simbolo dell’atomo
🕉️;Om;induismo|mantra|Om|religione induista
✡️;stella di David;David|Ebraismo|ebreo|simbolo ebraico|stella di David
☸️;ruota del Dharma;Buddhismo|Dharmacakra|religione buddhista|ruota a otto raggi|ruota del Dharma
☯️;Yin e Yang;Confucianesimo|simbolo|Taoismo|Yin e Yang
✝️;croce latina;Cristianesimo|croce|croce latina|religione
☦️;croce ortodossa;Cristianesimo|croce|croce ortodossa|ortodossi|religione
☪️;mezzaluna e stella;Islamismo|mezzaluna|mezzaluna e stella|religione|stella
☮️;simbolo della pace;pace|Pace e amore|Peace and Love|simbolo della pace
🕎;Menorah;candelabro|Ebraismo|Menorah|sette bracci
🔯;stella a sei punte;chiromanzia|futuro|sei punte|stella|stella a sei punte
🪯;khanda;khanda|religione|Sikh
♈;Segno zodiacale dell’Ariete;Ariete|Segno zodiacale dell’Ariete|zodiaco
♉;Segno zodiacale del Toro;Segno zodiacale del Toro|Toro|zodiaco
♊;Segno zodiacale dei Gemelli;Gemelli|Segno zodiacale dei Gemelli|zodiaco
♋;Segno zodiacale del Cancro;Cancro|Segno zodiacale del Cancro|zodiaco
♌;Segno zodiacale del Leone;Leone|Segno zodiacale del Leone|zodiaco
♍;Segno zodiacale della Vergine;Segno zodiacale della Vergine|Vergine|zodiaco
♎;Segno zodiacale della Bilancia;Bilancia|Segno zodiacale della Bilancia|zodiaco
♏;Segno zodiacale dello Scorpione;Scorpione|Segno zodiacale dello Scorpione|zodiaco
♐;Segno zodiacale del Saggitario;Sagittario|Segno zodiacale del Saggitario|zodiaco
♑;Segno zodiacale del Capricorno;Capricorno|Segno zodiacale del Capricorno|zodiaco
♒;Segno zodiacale dell’Acquario;Acquario|Segno zodiacale dell’Acquario|zodiaco
♓;Segno zodiacale dei Pesci;Pesci|Segno zodiacale dei Pesci|zodiaco
⛎;Segno zodiacale dell’Ofiuco;Ofiuco|Segno zodiacale dell’Ofiuco|zodiaco
🔀;pulsante di riproduzione casuale;frecce|frecce incrociate|frecce incrociate verso destra|pulsante di riproduzione casuale
🔁;pulsante di ripetizione della riproduzione;frecce|frecce a cerchio|frecce senso orario|pulsante di ripetizione della riproduzione|senso orario
🔂;pulsante di ripetizione della riproduzione di una traccia;frecce|frecce a cerchio numero 1|frecce senso orario|frecce senso orario numero 1|pulsante di ripetizione della riproduzione di una traccia|senso orario
▶️;pulsante di riproduzione;freccia|play|pulsante di riproduzione|pulsante play|riproduzione|triangolo
⏩;pulsante di avanzamento rapido;avanzamento rapido|destra|doppia freccia a destra|freccia|pulsante di avanzamento rapido
⏭️;traccia successiva;freccia|prossima traccia|pulsante|traccia successiva
⏯️;pulsante riproduci/pausa;destra|freccia|play e pausa|play o pausa|pulsante riproduci/pausa|triangolo
◀️;pulsante di riavvolgimento;pulsante|pulsante di riavvolgimento|pulsante riavvolgimento|sinistra|triangolo
⏪;pulsante di riavvolgimento rapido;doppia freccia a sinistra|freccia|pulsante di riavvolgimento rapido|riavvolgimento rapido|sinistra
⏮️;pulsante traccia precedente;freccia|pulsante|pulsante traccia precedente|traccia precedente
🔼;pulsante a triangolo rivolto verso l’alto;alto|pulsante|pulsante a triangolo rivolto verso l’alto|triangolo
⏫;pulsante doppia freccia in alto;alto|doppia freccia in alto|freccia|pulsante doppia freccia in alto
🔽;pulsante a triangolo rivolto verso il basso;basso|pulsante|pulsante a triangolo rivolto verso il basso|triangolo
⏬;doppia freccia in basso;basso|doppia freccia in basso|freccia
⏸️;pulsante pausa;mettere in pausa|pausa|pulsante
⏹️;pulsante stop;pulsante|quadrato|stop
⏺️;pulsante di registrazione;cerchio|pulsante|pulsante di registrazione|registrazione
⏏️;pulsante di espulsione;espulsione|pulsante|pulsante di espulsione
🎦;simbolo del cinema;cinema|film|intrattenimento|simbolo del cinema|simbolo film
🔅;luminosità bassa;bassa|luminosità|simbolo luminosità|tenue
🔆;luminosità elevata;alta luminosità|luminosità|luminosità elevata|luminoso|simbolo alta luminosità
📶;segnale cellulare;antenna|antenna con tacche intensità segnale|cellulare|segnale|telefono
🛜;wireless;computer|internet|rete|wireless
📳;modalità vibrazione;cellulare|modalità telefono|modalità vibrazione
📴;cellulare spento;cellulare|spento|telefono
♀️;simbolo genere femminile;donna|femmina|simbolo di femmina|simbolo genere femminile
♂️;simbolo genere maschile;maschio|simbolo di maschio|simbolo genere maschile|uomo
⚧️;simbolo transgender;simbolo transgender|transgender
✖️;moltiplicazione;cancellare|moltiplicazione|segno moltiplicazione|segno per|X
➕;addizione;+|addizione|più|segno di addizione
➖;sottrazione;-|meno|segno di sottrazione|sottrazione
➗;divisione;÷|divisione|diviso|segno di divisione
🟰;segno di uguaglianza;matematica|segno di uguaglianza|uguaglianza|uguale
♾️;simbolo dell’infinito;eternità|illimitato|per sempre|simbolo dell’infinito|universale
‼️;doppio punto esclamativo;doppio punto esclamativo|esclamazione|punteggiatura|punto esclamativo
⁉️;punto esclamativo e interrogativo;punteggiatura|punto esclamativo|punto esclamativo e interrogativo|punto interrogativo
❓;punto interrogativo rosso;domanda|punto di domanda pieno|punto interrogativo rosso
❔;punto interrogativo bianco;domanda|punto di domanda vuoto|punto interrogativo bianco
❕;punto esclamativo bianco;esclamazione|punto esclamativo bianco|punto esclamativo vuoto
❗;punto esclamativo rosso;esclamazione|punteggiatura|punto esclamativo|punto esclamativo pieno|punto esclamativo rosso
〰️;trattino ondulato;ondulato|trattino
💱;cambio valuta;cambio|cambio di valuta|denaro|valuta
💲;Dollaro;denaro|Dollaro|simbolo del Dollaro
⚕️;simbolo della medicina;bastone di esculapio|medicina|simbolo della medicina
♻️;simbolo del riciclaggio;raccolta differenziata|riciclaggio|riciclare|riciclo|simbolo|simbolo del riciclaggio
⚜️;giglio araldico;fiore|giglio|giglio araldico|simbolo|stemma
🔱;tridente;ancora|simbolo tridente|tridente
📛;tesserino per nome;nome|tesserino|tesserino per nome
🔰;ideogramma giapponese di “Principiante”;etichetta gialla e verde principiante|ideogramma giapponese di “Principiante”|principiante|simbolo principiante Giappone
⭕;cerchio rosso vuoto;cerchio rosso vuoto|gioco|pallino|tris
✅;pulsante segno di spunta;baffo|pulsante segno di spunta|segno di spunta
☑️;riquadro con spunta;grigio|riquadro|riquadro con spunta|spunta
✔️;segno di spunta;baffo|segno di spunta|spunta
❌;croce;croce|X
❎;croce con quadrato;croce con quadrato|X con quadrato
➰;occhiello;cerchio|occhiello
➿;doppio occhiello;doppio|occhiello
〽️;simbolo di alternanza delle parti;canzone|divisione spartito|parti musicali|segno|simbolo di alternanza delle parti|suddivisione parti
✳️;asterisco;*|asterisco|otto punte
✴️;stella stilizzata;asterisco|stella stilizzata
❇️;scintilla stilizzata;scintilla|scintilla stilizzata
©️;copyright;copyright
®️;marchio registrato;marchio registrato|marchio registrato cerchiato
™️;marchio;marchio|marchio commerciale|marchio di fabbrica|marchio registrato|TM|trademark
#️⃣;tasto: #;tasto|tasto: #
*️⃣;tasto: *;tasto|tasto: *
0️⃣;tasto: 0;tasto|tasto: 0
1️⃣;tasto: 1;tasto|tasto: 1
2️⃣;tasto: 2;tasto|tasto: 2
3️⃣;tasto: 3;tasto|tasto: 3
4️⃣;tasto: 4;tasto|tasto: 4
5️⃣;tasto: 5;tasto|tasto: 5
6️⃣;tasto: 6;tasto|tasto: 6
7️⃣;tasto: 7;tasto|tasto: 7
8️⃣;tasto: 8;tasto|tasto: 8
9️⃣;tasto: 9;tasto|tasto: 9
🔟;tasto: 10;tasto|tasto: 10
🔠;pulsante con lettere latine maiuscole;caratteri latini|inserire|lettere|maiuscole|pulsante con lettere latine maiuscole
🔡;pulsante con lettere latine minuscole;caratteri latini|inserire|lettere|minuscole|pulsante con lettere latine minuscole
🔢;pulsante con numeri;inserire|numeri|pulsante con numeri|tastierino numerico
🔣;pulsante con simboli;inserire|pulsante con simboli|simboli|tastierino simboli
🔤;pulsante con lettere latine;ABC|alfabeto|caratteri alfabetici|inglese|inserire|pulsante con lettere latine
🅰️;gruppo sanguigno A;gruppo A|gruppo sanguigno A
🆎;gruppo sanguigno AB;gruppo AB|gruppo sanguigno AB
🅱️;gruppo sanguigno B;gruppo B|gruppo sanguigno B
🆑;pulsante CL;pulsante CL|simbolo CL
🆒;pulsante COOL;pulsante COOL|simbolo Cool
🆓;pulsante FREE;gratis|pulsante FREE|simbolo Free|simbolo gratis
ℹ️;punto informazioni;i|informazioni|punto informazioni
🆔;pulsante ID;identità|pulsante ID|simbolo ID
Ⓜ️;pulsante M cerchiata;M azzurra|metro|pulsante M cerchiata|simbolo M
🆕;pulsante NEW;pulsante NEW|simbolo New
🆖;pulsante NG;pulsante NG|simbolo NG
🅾️;gruppo sanguigno 0;gruppo 0|gruppo sanguigno 0
🆗;pulsante OK;pulsante OK|simbolo OK
🅿️;pulsante P;area di parcheggio|pulsante P
🆘;pulsante SOS;pulsante SOS|Segnale di SOS|simbolo di SOS|soccorsi|soccorso|SOS
🆙;pulsante UP!;pulsante UP!|simbolo UP!
🆚;pulsante VS;pulsante VS|simbolo contro|versus|vs
🈁;ideogramma giapponese per “Qui”;ideogramma giapponese per “Qui”|ideogramma katakana qui|katakana|parola|qui|tabelloni
🈂️;ideogramma giapponese di “Costo del servizio”;ideogramma giapponese di “Costo del servizio”|ideogramma katakana sa|katakana|parola|sa
🈷️;ideogramma giapponese di “Importo mensile”;giapponese|ideogramma|ideogramma giapponese di “Importo mensile”|luna
🈶;ideogramma giapponese di “A pagamento”;esistere|giapponese|ideogramma|ideogramma giapponese di “A pagamento”
🈯;ideogramma giapponese di “Riservato”;giapponese|ideogramma|ideogramma giapponese di “Riservato”|riservato
🉐;ideogramma giapponese di “Occasione”;giapponese|ideogramma|ideogramma giapponese di “Occasione”|vantaggio
🈹;ideogramma giapponese di “Sconto”;giapponese|ideogramma|ideogramma giapponese di “Sconto”|prezzo scontato|sconto
